"","accession","keggmap"
"1432","HMDB0001520","map00330"
"1433","HMDB0001520","map00410"
"1434","HMDB0001520","map00770"
"1435","HMDB0001520","map00240"
"1436","HMDB0001520","map00740"
"1437","HMDB0001520","map00750"
"1438","HMDB0001521","map01040"
"1439","HMDB0001521","map00062"
"1440","HMDB0001521","map00071"
"1441","HMDB0001532","map00230"
"1442","HMDB0001533","map00260"
"1443","HMDB0001533","map00270"
"1444","HMDB0001533","map00910"
"1445","HMDB0001533","map00670"
"1446","HMDB0001533","map00240"
"1447","HMDB0001534","map00340"
"1448","HMDB0001534","map00670"
"1449","HMDB0001545","map00280"
"1450","HMDB0001545","map00750"
"1451","HMDB0001546","map00240"
"1452","HMDB0001547","map00140"
"1453","HMDB0001548","map00230"
"1454","HMDB0001551","map00500"
"1455","HMDB0001553","map00270"
"1456","HMDB0001554","map00250"
"1457","HMDB0001554","map00230"
"1458","HMDB0001555","map00750"
"1459","HMDB0001562","map00670"
"1460","HMDB0001565","map00564"
"1461","HMDB0001565","map00500"
"1462","HMDB0001586","map00052"
"1463","HMDB0001586","map00010"
"1464","HMDB0001586","map00010"
"1465","HMDB0001586","map00520"
"1466","HMDB0001586","map00500"
"1467","HMDB0001659","map00072"
"1468","HMDB0001830","map00140"
"1469","HMDB0001846","map00260"
"1470","HMDB0001846","map00260"
"1471","HMDB0001846","map00340"
"1472","HMDB0001846","map00270"
"1473","HMDB0001846","map00910"
"1474","HMDB0001846","map00670"
"1475","HMDB0001846","map00790"
"1476","HMDB0001846","map00230"
"1477","HMDB0001847","map00232"
"1478","HMDB0001852","map00830"
"1479","HMDB0001860","map00232"
"1480","HMDB0001862","map00830"
"1481","HMDB0001866","map00350"
"1482","HMDB0001881","map00620"
"1483","HMDB0001889","map00232"
"1484","HMDB0001967","map00330"
"1485","HMDB0001967","map00250"
"1486","HMDB0001967","map00410"
"1487","HMDB0001967","map00020"
"1488","HMDB0001967","map00071"
"1489","HMDB0001967","map00250"
"1490","HMDB0001967","map00260"
"1491","HMDB0001967","map00010"
"1492","HMDB0001967","map00340"
"1493","HMDB0001967","map00072"
"1494","HMDB0001967","map00310"
"1495","HMDB0001967","map00270"
"1496","HMDB0001967","map00760"
"1497","HMDB0001967","map00910"
"1498","HMDB0001967","map00520"
"1499","HMDB0001967","map00670"
"1500","HMDB0001967","map00770"
"1501","HMDB0001967","map00360"
"1502","HMDB0001967","map00860"
"1503","HMDB0001967","map00640"
"1504","HMDB0001967","map00230"
"1505","HMDB0001967","map00240"
"1506","HMDB0001967","map00620"
"1507","HMDB0001967","map00500"
"1508","HMDB0001967","map00100"
"1509","HMDB0001967","map00430"
"1510","HMDB0001967","map00380"
"1511","HMDB0001967","map00350"
"1512","HMDB0001967","map00350"
"1513","HMDB0001967","map00330"
"1514","HMDB0001967","map00280"
"1515","HMDB0001976","map00592"
"1516","HMDB0001982","map00232"
"1517","HMDB0001991","map00232"
"1518","HMDB0001993","map00120"
"1519","HMDB0001999","map00592"
"1520","HMDB0002003","map01040"
"1521","HMDB0002005","map00270"
"1522","HMDB0002007","map00592"
"1523","HMDB0002009","map00650"
"1524","HMDB0002009","map00071"
"1525","HMDB0002009","map00310"
"1526","HMDB0002012","map00130"
"1527","HMDB0002022","map00230"
"1528","HMDB0002024","map00340"
"1529","HMDB0002027","map00100"
"1530","HMDB0002031","map00240"
"1531","HMDB0002052","map00360"
"1532","HMDB0002052","map00350"
"1533","HMDB0002054","map00280"
"1534","HMDB0002065","map00790"
"1535","HMDB0002070","map00330"
"1536","HMDB0002084","map00270"
"1537","HMDB0002086","map00640"
"1538","HMDB0002086","map00280"
"1539","HMDB0002091","map00500"
"1540","HMDB0002103","map00120"
"1541","HMDB0002104","map00330"
"1542","HMDB0002111","map00520"
"1543","HMDB0002111","map00150"
"1544","HMDB0002111","map00590"
"1545","HMDB0002111","map00330"
"1546","HMDB0002111","map00250"
"1547","HMDB0002111","map00410"
"1548","HMDB0002111","map00780"
"1549","HMDB0002111","map00650"
"1550","HMDB0002111","map00232"
"1551","HMDB0002111","map00020"
"1552","HMDB0002111","map00270"
"1553","HMDB0002111","map00472"
"1554","HMDB0002111","map00062"
"1555","HMDB0002111","map00071"
"1556","HMDB0002111","map00051"
"1557","HMDB0002111","map00052"
"1558","HMDB0002111","map00250"
"1559","HMDB0002111","map00480"
"1560","HMDB0002111","map00561"
"1561","HMDB0002111","map00260"
"1562","HMDB0002111","map00260"
"1563","HMDB0002111","map00010"
"1564","HMDB0002111","map00010"
"1565","HMDB0002111","map00340"
"1566","HMDB0002111","map00562"
"1567","HMDB0002111","map00562"
"1568","HMDB0002111","map00072"
"1569","HMDB0002111","map00310"
"1570","HMDB0002111","map00270"
"1571","HMDB0002111","map00760"
"1572","HMDB0002111","map00910"
"1573","HMDB0002111","map00520"
"1574","HMDB0002111","map00670"
"1575","HMDB0002111","map00190"
"1576","HMDB0002111","map00770"
"1577","HMDB0002111","map00360"
"1578","HMDB0002111","map00562"
"1579","HMDB0002111","map00860"
"1580","HMDB0002111","map00120"
"1581","HMDB0002111","map00640"
"1582","HMDB0002111","map00790"
"1583","HMDB0002111","map00230"
"1584","HMDB0002111","map00240"
"1585","HMDB0002111","map00620"
"1586","HMDB0002111","map00830"
"1587","HMDB0002111","map00740"
"1588","HMDB0002111","map00450"
"1589","HMDB0002111","map00500"
"1590","HMDB0002111","map00500"
"1591","HMDB0002111","map00100"
"1592","HMDB0002111","map00140"
"1593","HMDB0002111","map00920"
"1594","HMDB0002111","map00730"
"1595","HMDB0002111","map00380"
"1596","HMDB0002111","map00350"
"1597","HMDB0002111","map00350"
"1598","HMDB0002111","map00130"
"1599","HMDB0002111","map00330"
"1600","HMDB0002111","map00280"
"1601","HMDB0002111","map00750"
"1602","HMDB0002123","map00232"
"1603","HMDB0002127","map00270"
"1604","HMDB0002134","map00260"
"1605","HMDB0002152","map00830"
"1606","HMDB0002158","map00860"
"1607","HMDB0002159","map00120"
"1608","HMDB0002166","map00280"
"1609","HMDB0002170","map00640"
"1610","HMDB0002177","map00592"
"1611","HMDB0002183","map00592"
"1612","HMDB0002190","map00590"
"1613","HMDB0002197","map00120"
"1614","HMDB0002211","map00860"
"1615","HMDB0002217","map00640"
"1616","HMDB0002217","map00280"
"1617","HMDB0002226","map00592"
"1618","HMDB0002232","map00590"
"1619","HMDB0002234","map00330"
"1620","HMDB0002255","map00640"
"1621","HMDB0002255","map00280"
"1622","HMDB0002265","map00590"
"1623","HMDB0002272","map00330"
"1624","HMDB0002273","map00330"
"1625","HMDB0002275","map00790"
"1626","HMDB0002281","map00360"
"1627","HMDB0002281","map00380"
"1628","HMDB0002281","map00350"
"1629","HMDB0002305","map00230"
"1630","HMDB0002307","map00640"
"1631","HMDB0002310","map00640"
"1632","HMDB0002310","map00280"
"1633","HMDB0002311","map00590"
"1634","HMDB0002314","map00590"
"1635","HMDB0002343","map00590"
"1636","HMDB0002356","map01040"
"1637","HMDB0002369","map00830"
"1638","HMDB0002434","map00561"
"1639","HMDB0002434","map00740"
"1640","HMDB0002666","map00730"
"1641","HMDB0002710","map00590"
"1642","HMDB0002719","map00100"
"1643","HMDB0002752","map00590"
"1644","HMDB0002757","map00430"
"1645","HMDB0002759","map00150"
"1646","HMDB0002802","map00140"
"1647","HMDB0002820","map00340"
"1648","HMDB0002825","map00232"
"1649","HMDB0002845","map00062"
"1650","HMDB0002845","map00071"
"1651","HMDB0002886","map00590"
"1652","HMDB0002925","map00592"
"1653","HMDB0002961","map00150"
"1654","HMDB0002991","map00770"
"1655","HMDB0002991","map00430"
"1656","HMDB0003052","map00620"
"1657","HMDB0003073","map00592"
"1658","HMDB0003080","map00590"
"1659","HMDB0003099","map00232"
"1660","HMDB0003125","map00590"
"1661","HMDB0003125","map00330"
"1662","HMDB0003125","map00250"
"1663","HMDB0003125","map00410"
"1664","HMDB0003125","map00232"
"1665","HMDB0003125","map00472"
"1666","HMDB0003125","map00480"
"1667","HMDB0003125","map00260"
"1668","HMDB0003125","map00340"
"1669","HMDB0003125","map00310"
"1670","HMDB0003125","map00270"
"1671","HMDB0003125","map00760"
"1672","HMDB0003125","map00360"
"1673","HMDB0003125","map00860"
"1674","HMDB0003125","map00230"
"1675","HMDB0003125","map00740"
"1676","HMDB0003125","map00920"
"1677","HMDB0003125","map00380"
"1678","HMDB0003125","map00350"
"1679","HMDB0003125","map00280"
"1680","HMDB0003125","map00750"
"1681","HMDB0003134","map00780"
"1682","HMDB0003141","map00830"
"1683","HMDB0003178","map00150"
"1684","HMDB0003178","map00590"
"1685","HMDB0003178","map00330"
"1686","HMDB0003178","map00232"
"1687","HMDB0003178","map00190"
"1688","HMDB0003178","map00860"
"1689","HMDB0003178","map00120"
"1690","HMDB0003178","map00230"
"1691","HMDB0003178","map00830"
"1692","HMDB0003178","map00100"
"1693","HMDB0003178","map00140"
"1694","HMDB0003178","map00920"
"1695","HMDB0003178","map00380"
"1696","HMDB0003192","map00230"
"1697","HMDB0003193","map00150"
"1698","HMDB0003213","map00052"
"1699","HMDB0003235","map00590"
"1700","HMDB0003252","map00590"
"1701","HMDB0003259","map00140"
"1702","HMDB0003276","map00270"
"1703","HMDB0003288","map00450"
"1704","HMDB0003325","map00860"
"1705","HMDB0003335","map00230"
"1706","HMDB0003337","map00590"
"1707","HMDB0003337","map00250"
"1708","HMDB0003337","map00480"
"1709","HMDB0003344","map00750"
"1710","HMDB0003345","map00051"
"1711","HMDB0003345","map00052"
"1712","HMDB0003345","map00010"
"1713","HMDB0003345","map00010"
"1714","HMDB0003345","map00520"
"1715","HMDB0003345","map00830"
"1716","HMDB0003345","map00500"
"1717","HMDB0003349","map00240"
"1718","HMDB0003362","map00520"
"1719","HMDB0003362","map00250"
"1720","HMDB0003364","map00561"
"1721","HMDB0003364","map00240"
"1722","HMDB0003364","map00740"
"1723","HMDB0003374","map00472"
"1724","HMDB0003378","map00330"
"1725","HMDB0003379","map00790"
"1726","HMDB0003391","map00010"
"1727","HMDB0003391","map00010"
"1728","HMDB0003403","map00500"
"1729","HMDB0003405","map00780"
"1730","HMDB0003405","map00310"
"1731","HMDB0003406","map00260"
"1732","HMDB0003411","map00330"
"1733","HMDB0003416","map00472"
"1734","HMDB0003426","map00770"
"1735","HMDB0003426","map00640"
"1736","HMDB0003470","map00670"
"1737","HMDB0003474","map00350"
"1738","HMDB0003498","map00010"
"1739","HMDB0003498","map00010"
"1740","HMDB0003502","map00562"
"1741","HMDB0003502","map00562"
"1742","HMDB0003514","map00500"
"1743","HMDB0003529","map00562"
"1744","HMDB0003529","map00562"
"1745","HMDB0003533","map00120"
"1746","HMDB0003540","map00120"
"1747","HMDB0003540","map00240"
"1748","HMDB0003540","map00380"
"1749","HMDB0003553","map00052"
"1750","HMDB0003556","map00520"
"1751","HMDB0003571","map01040"
"1752","HMDB0003571","map00062"
"1753","HMDB0003571","map00071"
"1754","HMDB0003598","map00830"
"1755","HMDB0003648","map00830"
"1756","HMDB0003701","map00740"
"1757","HMDB0003712","map00062"
"1758","HMDB0003759","map00140"
"1759","HMDB0003791","map00350"
"1760","HMDB0003826","map00740"
"1761","HMDB0003840","map00450"
"1762","HMDB0003848","map00562"
"1763","HMDB0003848","map00562"
"1764","HMDB0003876","map00590"
"1765","HMDB0003896","map00100"
"1766","HMDB0003904","map00620"
"1767","HMDB0003905","map00340"
"1768","HMDB0003911","map00240"
"1769","HMDB0003932","map00062"
"1770","HMDB0003932","map00071"
"1771","HMDB0003934","map00062"
"1772","HMDB0003934","map00071"
"1773","HMDB0003935","map00062"
"1774","HMDB0003935","map00071"
"1775","HMDB0003936","map00062"
"1776","HMDB0003936","map00071"
"1777","HMDB0003937","map00062"
"1778","HMDB0003937","map00071"
"1779","HMDB0003938","map00062"
"1780","HMDB0003938","map00071"
"1781","HMDB0003939","map00062"
"1782","HMDB0003939","map00071"
"1783","HMDB0003940","map00062"
"1784","HMDB0003940","map00071"
"1785","HMDB0003941","map00062"
"1786","HMDB0003941","map00071"
"1787","HMDB0003942","map00062"
"1788","HMDB0003942","map00071"
"1789","HMDB0003943","map00062"
"1790","HMDB0003943","map00071"
"1791","HMDB0003944","map00062"
"1792","HMDB0003944","map00071"
"1793","HMDB0003945","map00062"
"1794","HMDB0003945","map00071"
"1795","HMDB0003946","map00062"
"1796","HMDB0003946","map00071"
"1797","HMDB0003948","map00062"
"1798","HMDB0003948","map00071"
"1799","HMDB0003949","map00062"
"1800","HMDB0003949","map00071"
"1801","HMDB0003955","map00150"
"1802","HMDB0003959","map00150"
"1803","HMDB0003966","map00450"
"1804","HMDB0003971","map00500"
"1805","HMDB0004026","map00140"
"1806","HMDB0004029","map00140"
"1807","HMDB0004030","map00140"
"1808","HMDB0004031","map00140"
"1809","HMDB0004035","map00140"
"1810","HMDB0004058","map00350"
"1811","HMDB0004061","map00350"
"1812","HMDB0004063","map00350"
"1813","HMDB0004067","map00350"
"1814","HMDB0004068","map00350"
"1815","HMDB0004073","map00380"
"1816","HMDB0004076","map00380"
"1817","HMDB0004077","map00380"
"1818","HMDB0004078","map00380"
"1819","HMDB0004081","map00380"
"1820","HMDB0004083","map00380"
"1821","HMDB0004086","map00380"
"1822","HMDB0004089","map00380"
"1823","HMDB0004096","map00380"
"1824","HMDB0004112","map00450"
"1825","HMDB0004113","map00450"
"1826","HMDB0004119","map00450"
"1827","HMDB0004122","map00450"
"1828","HMDB0004158","map00860"
"1829","HMDB0004162","map00052"
"1830","HMDB0004181","map00340"
"1831","HMDB0004193","map00760"
"1832","HMDB0004194","map00760"
"1833","HMDB0004195","map00430"
"1834","HMDB0004220","map00780"
"1835","HMDB0004224","map00330"
"1836","HMDB0004225","map00472"
"1837","HMDB0004231","map00770"
"1838","HMDB0004234","map00590"
"1839","HMDB0004236","map00590"
"1840","HMDB0004238","map00590"
"1841","HMDB0004241","map00590"
"1842","HMDB0004242","map00590"
"1843","HMDB0004243","map00590"
"1844","HMDB0004244","map00590"
"1845","HMDB0004249","map00562"
"1846","HMDB0004256","map00740"
"1847","HMDB0004259","map00380"
"1848","HMDB0004264","map00590"
"1849","HMDB0004270","map00520"
"1850","HMDB0004369","map00380"
"1851","HMDB0004370","map00380"
"1852","HMDB0004400","map00232"
"1853","HMDB0004527","map00562"
"1854","HMDB0004527","map00562"
"1855","HMDB0004659","map00590"
"1856","HMDB0004673","map00590"
"1857","HMDB0004679","map00590"
"1858","HMDB0004680","map00590"
"1859","HMDB0004684","map00590"
"1860","HMDB0004692","map00590"
"1861","HMDB0004693","map00590"
"1862","HMDB0004694","map00590"
"1863","HMDB0004699","map00590"
"1864","HMDB0004836","map00500"
"1865","HMDB0004866","map00500"
"1866","HMDB0004950","map00500"
"1867","HMDB0005050","map00590"
"1868","HMDB0005079","map00590"
"1869","HMDB0005175","map00350"
"1870","HMDB0005356","map00561"
"1871","HMDB0005826","map00052"
"1872","HMDB0005998","map00590"
"1873","HMDB0006059","map00590"
"1874","HMDB0006216","map00830"
"1875","HMDB0006217","map00830"
"1876","HMDB0006218","map00830"
"1877","HMDB0006224","map00150"
"1878","HMDB0006229","map00562"
"1879","HMDB0006230","map00562"
"1880","HMDB0006230","map00562"
"1881","HMDB0006234","map00562"
"1882","HMDB0006235","map00562"
"1883","HMDB0006235","map00562"
"1884","HMDB0006242","map00350"
"1885","HMDB0006246","map00592"
"1886","HMDB0006247","map00120"
"1887","HMDB0006248","map00480"
"1888","HMDB0006254","map00830"
"1889","HMDB0006268","map00520"
"1890","HMDB0006271","map00100"
"1891","HMDB0006272","map00472"
"1892","HMDB0006272","map00062"
"1893","HMDB0006273","map00230"
"1894","HMDB0006280","map00120"
"1895","HMDB0006281","map00120"
"1896","HMDB0006283","map00140"
"1897","HMDB0006285","map00830"
"1898","HMDB0006292","map00120"
"1899","HMDB0006322","map00592"
"1900","HMDB0006323","map00592"
"1901","HMDB0006330","map00051"
"1902","HMDB0006343","map00450"
"1903","HMDB0006344","map00360"
"1904","HMDB0006402","map00062"
"1905","HMDB0006402","map00071"
"1906","HMDB0006404","map00062"
"1907","HMDB0006404","map00071"
"1908","HMDB0006454","map00260"
"1909","HMDB0006458","map00620"
"1910","HMDB0006459","map01040"
"1911","HMDB0006483","map00250"
"1912","HMDB0006503","map00360"
"1913","HMDB0006526","map01040"
"1914","HMDB0006528","map00592"
"1915","HMDB0006547","map00592"
"1916","HMDB0006556","map00330"
"1917","HMDB0006737","map00120"
"1918","HMDB0006752","map00500"
"1919","HMDB0006753","map00140"
"1920","HMDB0006754","map00140"
"1921","HMDB0006755","map00140"
"1922","HMDB0006756","map00140"
"1923","HMDB0006757","map00140"
"1924","HMDB0006758","map00140"
"1925","HMDB0006759","map00140"
"1926","HMDB0006760","map00140"
"1927","HMDB0006762","map00140"
"1928","HMDB0006763","map00140"
"1929","HMDB0006764","map00140"
"1930","HMDB0006768","map00150"
"1931","HMDB0006769","map00150"
"1932","HMDB0006770","map00150"
"1933","HMDB0006779","map00350"
"1934","HMDB0006790","map00052"
"1935","HMDB0006790","map00500"
"1936","HMDB0006791","map00052"
"1937","HMDB0006792","map00052"
"1938","HMDB0006800","map00051"
"1939","HMDB0006806","map00640"
"1940","HMDB0006807","map00640"
"1941","HMDB0006809","map00760"
"1942","HMDB0006814","map00562"
"1943","HMDB0006814","map00562"
"1944","HMDB0006816","map00130"
"1945","HMDB0006817","map00130"
"1946","HMDB0006818","map00130"
"1947","HMDB0006819","map00130"
"1948","HMDB0006820","map00130"
"1949","HMDB0006821","map00790"
"1950","HMDB0006822","map00790"
"1951","HMDB0006823","map00790"
"1952","HMDB0006824","map00790"
"1953","HMDB0006825","map00670"
"1954","HMDB0006825","map00790"
"1955","HMDB0006826","map00670"
"1956","HMDB0006826","map00790"
"1957","HMDB0006832","map00310"
"1958","HMDB0006834","map00770"
"1959","HMDB0006838","map00100"
"1960","HMDB0006839","map00100"
"1961","HMDB0006840","map00100"
"1962","HMDB0006841","map00100"
"1963","HMDB0006842","map00100"
"1964","HMDB0006857","map00500"
"1965","HMDB0006865","map00280"
"1966","HMDB0006866","map00280"
"1967","HMDB0006867","map00280"
"1968","HMDB0006868","map00280"
"1969","HMDB0006869","map00280"
"1970","HMDB0006870","map00280"
"1971","HMDB0006875","map00330"
"1972","HMDB0006875","map00472"
"1973","HMDB0006878","map00620"
"1974","HMDB0006880","map00620"
"1975","HMDB0006887","map00120"
"1976","HMDB0006888","map00120"
"1977","HMDB0006889","map00120"
"1978","HMDB0006890","map00120"
"1979","HMDB0006891","map00120"
"1980","HMDB0006892","map00120"
"1981","HMDB0006893","map00120"
"1982","HMDB0006894","map00120"
"1983","HMDB0006895","map00120"
"1984","HMDB0006901","map00860"
"1985","HMDB0006915","map00350"
"1986","HMDB0006927","map00100"
"1987","HMDB0006954","map00750"
"1988","HMDB0006955","map00750"
"1989","HMDB0006968","map00564"
"1990","HMDB0006971","map00562"
"1991","HMDB0007098","map00561"
"1992","HMDB0007098","map00564"
"1993","HMDB0007102","map00562"
"1994","HMDB0007144","map00830"
"1995","HMDB0007853","map00561"
"1996","HMDB0007853","map00564"
"1997","HMDB0007883","map00590"
"1998","HMDB0007940","map00500"
"1999","HMDB0008204","map00592"
"2000","HMDB0008790","map00830"
"2001","HMDB0008923","map00564"
"2002","HMDB0009778","map00564"
"2003","HMDB0009783","map00562"
"2004","HMDB0009925","map00562"
"2005","HMDB0009970","map00562"
"2006","HMDB0010037","map00562"
"2007","HMDB0010150","map00562"
"2008","HMDB0010217","map00590"
"2009","HMDB0010368","map00100"
"2010","HMDB0010379","map00590"
"2011","HMDB0010382","map00564"
"2012","HMDB0010570","map00564"
"2013","HMDB0010699","map00500"
"2014","HMDB0010708","map00500"
"2015","HMDB0010716","map00450"
"2016","HMDB0010738","map00232"
"2017","HMDB0011103","map00232"
"2018","HMDB0011104","map00450"
"2019","HMDB0011105","map00232"
"2020","HMDB0011107","map00232"
"2021","HMDB0011110","map00450"
"2022","HMDB0011111","map00250"
"2023","HMDB0011111","map00410"
"2024","HMDB0011111","map00640"
"2025","HMDB0011117","map00450"
"2026","HMDB0011118","map00450"
"2027","HMDB0011119","map00450"
"2028","HMDB0011134","map00590"
"2029","HMDB0011135","map00590"
"2030","HMDB0011136","map00590"
"2031","HMDB0011137","map00590"
"2032","HMDB0011503","map00564"
"2033","HMDB0011533","map00561"
"2034","HMDB0011618","map00830"
"2035","HMDB0011629","map00230"
"2036","HMDB0011631","map00380"
"2037","HMDB0011639","map00410"
"2038","HMDB0011639","map00340"
"2039","HMDB0011639","map00350"
"2040","HMDB0011644","map00120"
"2041","HMDB0012130","map00310"
"2042","HMDB0012188","map00130"
"2043","HMDB0012210","map00260"
"2044","HMDB0012210","map00910"
"2045","HMDB0012285","map00760"
"2046","HMDB0012329","map00830"
"2047","HMDB0012451","map00830"
"2048","HMDB0012452","map00830"
"2049","HMDB0012453","map00120"
"2050","HMDB0012454","map00120"
"2051","HMDB0012455","map00120"
"2052","HMDB0012456","map00120"
"2053","HMDB0012457","map00120"
"2054","HMDB0012458","map00120"
"2055","HMDB0012459","map00120"
"2056","HMDB0012819","map00380"
"2057","HMDB0012948","map00380"
"2058","HMDB0013472","map00564"
"2059","HMDB0013617","map00280"
"2060","HMDB0013633","map00590"
"2061","HMDB0013636","map00350"
"2062","HMDB0013636","map00350"
"2063","HMDB0013639","map00260"
"2064","HMDB0013639","map00910"
"2065","HMDB0013642","map00790"
"2066","HMDB0013960","map00500"
"2067","HMDB0014312","map00260"
"2068","HMDB0014312","map00910"
"2069","HMDB0015531","map00590"
"2070","HMDB0015531","map00052"
"2071","HMDB0015531","map00520"
"2072","HMDB0015531","map00360"
"2073","HMDB0015531","map00860"
"2074","HMDB0015531","map00120"
"2075","HMDB0015531","map00230"
"2076","HMDB0015531","map00100"
"2077","HMDB0015531","map00430"
"2078","HMDB0015531","map00350"
"2079","HMDB0015531","map00130"
"2080","HMDB0015532","map00250"
"2081","HMDB0015532","map00590"
"2082","HMDB0015532","map00250"
"2083","HMDB0015532","map00410"
"2084","HMDB0015532","map00270"
"2085","HMDB0015532","map00051"
"2086","HMDB0015532","map00052"
"2087","HMDB0015532","map00250"
"2088","HMDB0015532","map00480"
"2089","HMDB0015532","map00260"
"2090","HMDB0015532","map00260"
"2091","HMDB0015532","map00340"
"2092","HMDB0015532","map00270"
"2093","HMDB0015532","map00520"
"2094","HMDB0015532","map00860"
"2095","HMDB0015532","map00790"
"2096","HMDB0015532","map00230"
"2097","HMDB0015532","map00240"
"2098","HMDB0015532","map00620"
"2099","HMDB0015532","map00830"
"2100","HMDB0015532","map00740"
"2101","HMDB0015532","map00500"
"2102","HMDB0015532","map00350"
"2103","HMDB0015532","map00750"
"2104","HMDB0031524","map00480"
"2105","HMDB0031712","map00562"
"2106","HMDB0032197","map00052"
"2107","HMDB0032197","map00500"
"2108","HMDB0036062","map00130"
"2109","HMDB0048523","map00830"
"2110","HMDB0056387","map00564"
"2111","HMDB0059597","map00150"
"2112","HMDB0059597","map00330"
"2113","HMDB0059597","map00410"
"2114","HMDB0059597","map00020"
"2115","HMDB0059597","map00062"
"2116","HMDB0059597","map00071"
"2117","HMDB0059597","map00250"
"2118","HMDB0059597","map00010"
"2119","HMDB0059597","map00340"
"2120","HMDB0059597","map00760"
"2121","HMDB0059597","map00670"
"2122","HMDB0059597","map00190"
"2123","HMDB0059597","map00640"
"2124","HMDB0059597","map00620"
"2125","HMDB0059597","map00140"
"2126","HMDB0059597","map00350"
"2127","HMDB0059597","map00130"
"2128","HMDB0059597","map00280"
"2129","HMDB0059661","map00020"
"2130","HMDB0060015","map00920"
"2131","HMDB0060095","map00590"
